Qual a definição de <b>desenvolvimento sustentável</b> e de onde vem?	Do <b>Relatório Brundtland</b> (<i>Nosso Futuro Comum</i>, 1987): o desenvolvimento que <b>atende às necessidades do presente sem comprometer a capacidade das gerações futuras</b> de atender às suas.	DesenvSustentavel::UnidadeI
O que é o <b>tripé da sustentabilidade (Triple Bottom Line)</b>?	O conceito de Elkington (1997): o equilíbrio entre três pilares: <b>ambiental, econômico e social</b> (planeta, lucro e pessoas).	DesenvSustentavel::UnidadeI
O que foi o <b>Clube de Roma</b> e o relatório de 1972?	Um encontro de 1968 (Itália) que gerou o relatório <b>Limites do Crescimento (1972)</b>, alertando que o crescimento populacional e industrial esgotaria os recursos naturais.	DesenvSustentavel::UnidadeI
Qual a importância da <b>Conferência de Estocolmo (1972)</b>?	Foi a <b>1ª conferência da ONU sobre o meio ambiente</b>; lançou as bases do conceito de DS. Sua data de abertura (5 de junho) deu origem ao <b>Dia Mundial do Meio Ambiente</b>.	DesenvSustentavel::UnidadeI
O que foi a <b>Comissão Brundtland</b>?	A Comissão Mundial sobre Meio Ambiente e Desenvolvimento (1983), presidida por Gro Harlem Brundtland (Noruega); produziu o relatório <b>Nosso Futuro Comum (1987)</b>, que definiu o DS.	DesenvSustentavel::UnidadeI
O que foi a <b>Rio-92 (Eco-92)</b> e o que ela produziu?	A Conferência da ONU sobre Meio Ambiente e Desenvolvimento (CNUMAD), no Rio; popularizou o DS e gerou a <b>Agenda 21</b>, a <b>Convenção da Biodiversidade</b> e a <b>Convenção do Clima</b>.	DesenvSustentavel::UnidadeI
O que é a <b>Agenda 21</b>?	O principal documento da Rio-92: um plano de ação com diretrizes para os governos promoverem o desenvolvimento sustentável.	DesenvSustentavel::UnidadeI
O que diz o <b>art. 225 da Constituição</b> sobre o meio ambiente?	Que todos têm direito a um <b>meio ambiente ecologicamente equilibrado</b>, bem de uso comum do povo, cabendo ao Poder Público e à coletividade defendê-lo para as presentes e futuras gerações.	DesenvSustentavel::UnidadeI
O que é o princípio do <b>poluidor-pagador</b>?	Quem polui deve <b>arcar com os custos</b> da prevenção e da reparação dos danos ambientais que causa (internaliza o custo ambiental).	DesenvSustentavel::UnidadeI
Diferença entre os princípios da <b>prevenção</b> e da <b>precaução</b>.	<b>Prevenção</b>: aplica-se a riscos/danos <b>já conhecidos</b> (há certeza científica). <b>Precaução</b>: aplica-se a riscos <b>incertos</b> (na dúvida, evita-se a atividade).	DesenvSustentavel::UnidadeI
O que é a <b>Lei da Política Nacional do Meio Ambiente (6.938/81)</b>?	O marco do direito ambiental brasileiro: definiu meio ambiente e poluição, criou o <b>SISNAMA</b> e instituiu o <b>EIA/RIMA</b> como instrumentos.	DesenvSustentavel::UnidadeI
O que trata a <b>Lei 9.605/98</b>?	É a <b>Lei de Crimes Ambientais</b>: estabelece sanções penais e administrativas para condutas lesivas ao meio ambiente.	DesenvSustentavel::UnidadeI
O que é a <b>PNRS (Lei 12.305/2010)</b>?	A <b>Política Nacional de Resíduos Sólidos</b>: trata da gestão dos resíduos, da logística reversa e da responsabilidade compartilhada pelo ciclo de vida dos produtos.	DesenvSustentavel::UnidadeI
Qual lei é o <b>Novo Código Florestal</b>?	A <b>Lei 12.651/2012</b>, que trata da proteção da vegetação nativa (ex.: Áreas de Preservação Permanente e Reserva Legal).	DesenvSustentavel::UnidadeI
O que é o <b>Instituto Ethos</b>?	Uma organização de referência em <b>responsabilidade social empresarial</b> no Brasil, que mobiliza e orienta empresas a uma gestão socialmente responsável.	DesenvSustentavel::UnidadeI
O que é <b>greenwashing</b>?	A <b>'maquiagem verde'</b>: quando uma empresa se promove como ambientalmente correta sem que isso seja verdade (marketing enganoso de sustentabilidade).	DesenvSustentavel::UnidadeI
O que é <b>gestão ambiental</b>?	O conjunto de práticas e procedimentos para <b>minimizar os impactos ambientais</b> de um empreendimento, conciliando atividade econômica e preservação.	DesenvSustentavel::UnidadeII
O que é o <b>SISNAMA</b> e qual o papel do <b>CONAMA</b>?	O <b>Sistema Nacional do Meio Ambiente</b>, criado pela Lei 6.938/81. O <b>CONAMA</b> é seu órgão consultivo e deliberativo, que edita <b>resoluções</b> ambientais.	DesenvSustentavel::UnidadeII
Diferença entre <b>EIA</b> e <b>RIMA</b>.	O <b>EIA</b> (Estudo de Impacto Ambiental) é o estudo técnico completo, feito por equipe <b>multidisciplinar</b>. O <b>RIMA</b> (Relatório) é a <b>síntese</b> do EIA, em linguagem <b>acessível ao público</b>.	DesenvSustentavel::UnidadeII
Qual o conteúdo mínimo de um <b>EIA</b>?	Diagnóstico ambiental da área; análise dos impactos (positivos e negativos) e alternativas; <b>medidas mitigadoras</b>; e programa de <b>acompanhamento e monitoramento</b>.	DesenvSustentavel::UnidadeII
O que é o <b>licenciamento ambiental</b>?	Procedimento administrativo, de caráter <b>preventivo</b>, pelo qual o órgão ambiental autoriza a localização, instalação e operação de atividades poluidoras.	DesenvSustentavel::UnidadeII
Quais são as <b>três licenças ambientais</b> (na ordem)?	<b>LP - Licença Prévia</b> (planejamento/viabilidade) → <b>LI - Licença de Instalação</b> (autoriza a construção) → <b>LO - Licença de Operação</b> (autoriza o funcionamento).	DesenvSustentavel::UnidadeII
O que autoriza a <b>Licença de Operação (LO)</b>?	O <b>início do funcionamento</b> do empreendimento, após verificado o cumprimento das condições das licenças anteriores (LP e LI).	DesenvSustentavel::UnidadeII
O que é a <b>Produção Mais Limpa</b>?	Uma estratégia ambiental <b>preventiva</b> aplicada a processos e produtos, para <b>usar menos recursos e gerar menos resíduos/poluição</b>.	DesenvSustentavel::UnidadeII
O que é a norma <b>ISO 14000 / 14001</b>?	A norma do <b>Sistema de Gestão Ambiental (SGA)</b>: a <b>ISO 14001</b> é certificável e atesta que a empresa gerencia seus impactos ambientais.	DesenvSustentavel::UnidadeII
O que é a norma <b>ISO 26000</b>?	A norma de diretrizes de <b>responsabilidade social</b> (orienta o comportamento socialmente responsável, mas <b>não é certificável</b>).	DesenvSustentavel::UnidadeII
